,time,amplitude
0,0.0,-0.29303596849
1,0.02559485,0.314809228262
2,0.0511897,-0.33430962584
3,0.07678455,0.351595923823
4,0.1023794,-0.366953536267
5,0.12797425,0.380838274139
6,0.1535691,-0.393799571429
7,0.17916395,0.406399287789
8,0.2047588,-0.419130050295
9,0.23035365,0.432339218403
10,0.2559485,-0.446178410384
11,0.28154335,0.460588381233
12,0.3071382,-0.475330768846
13,0.33273305,0.490065933458
14,0.3583279,-0.504446950878
15,0.38392275,0.518199555468
16,0.4095176,-0.531164018313
17,0.43511245,0.543288004491
18,0.4607073,-0.554591355806
19,0.48630215,0.565128628366
20,0.511897,-0.5749623134
21,0.53749185,0.584153447759
22,0.5630867,-0.59275742324
23,0.58868155,0.600811486161
24,0.6142764,-0.608315764621
25,0.63987125,0.61521218848
26,0.6654661,-0.621370696521
27,0.69106095,0.626594730345
28,0.7166558,-0.630635775717
29,0.74225065,0.633215370204
30,0.7678455,-0.634060394716
31,0.79344035,0.632946834431
32,0.8190352,-0.629754550309
33,0.84463005,0.624521652929
34,0.8702249,-0.617477912354
35,0.89581975,0.609052284504
36,0.9214146,-0.599844456233
37,0.94700945,0.590557098537
38,0.9726043,-0.581903284963
39,0.99819915,0.574500961355
40,1.023794,-0.5687810782
41,1.04938885,0.564935109768
42,1.0749837,-0.562905997275
43,1.10057855,0.562416269606
44,1.1261734,-0.563010517934
45,1.15176825,0.564090221429
46,1.1773631,-0.564940110791
47,1.20295795,0.564752286936
48,1.2285528,-0.562662939589
49,1.25414765,0.55781150889
50,1.2797425,-0.549414430021
51,1.30533735,0.536843464101
52,1.3309322,-0.51969432392
53,1.35652705,0.497834955497
54,1.3821219,-0.471431930306
55,1.40771675,0.440947721497
56,1.4333116,-0.407105624785
57,1.45890645,0.370828738191
58,1.4845013,-0.333165253782
59,1.51009615,0.295221971605
60,1.535691,-0.258114748074
61,1.56128585,0.222923944302
62,1.5868807,-0.190641942564
63,1.61247555,0.162102640937
64,1.6380704,-0.137904934596
65,1.66366525,0.11835640032
66,1.6892601,-0.103454551058
67,1.71485495,0.0929176443285
68,1.7404498,-0.0862585930732
69,1.76604465,0.0828734005717
70,1.7916395,-0.0821299356243
71,1.81723435,0.0834336667544
72,1.8428292,-0.0862602179589
