,time,amplitude
0,0.0,-6.67442705128e-05
1,0.02559485,8.12609070339e-05
2,0.0511897,-9.59603737533e-05
3,0.07678455,0.000110625318631
4,0.1023794,-0.000125050097272
5,0.12797425,0.000139055431844
6,0.1535691,-0.000152516812283
7,0.17916395,0.000165370905404
8,0.2047588,-0.000177621227611
9,0.23035365,0.000189342334327
10,0.2559485,-0.000200660504303
11,0.28154335,0.000211745847139
12,0.3071382,-0.000222803264011
13,0.33273305,0.000234046786423
14,0.3583279,-0.0002456902472
15,0.38392275,0.000257928043488
16,0.4095176,-0.000270902659702
17,0.43511245,0.000284690239939
18,0.4607073,-0.000299279057786
19,0.48630215,0.000314552077893
20,0.511897,-0.000330294560423
21,0.53749185,0.000346198078161
22,0.5630867,-0.000361873104875
23,0.58868155,0.000376882009736
24,0.6142764,-0.000390762652525
25,0.63987125,0.00040306038233
26,0.6654661,-0.000413376355654
27,0.69106095,0.000421398328848
28,0.7166558,-0.000426926164463
29,0.74225065,0.000429881033402
30,0.7678455,-0.000430275520104
31,0.79344035,0.00042818219784
32,0.8190352,-0.000423696411199
33,0.84463005,0.000416895326505
34,0.8702249,-0.000407830053371
35,0.89581975,0.000396524883632
36,0.9214146,-0.000382980806241
37,0.94700945,0.000367195488844
38,0.9726043,-0.000349167638502
39,0.99819915,0.000328896935962
40,1.023794,-0.000306392369994
41,1.04938885,0.000281671728642
42,1.0749837,-0.000254769628564
43,1.10057855,0.000225755940785
44,1.1261734,-0.000194748888241
45,1.15176825,0.000161929407527
46,1.1773631,-0.000127544218644
47,1.20295795,9.18845130944e-05
48,1.2285528,-5.52611257747e-05
49,1.25414765,1.79820267583e-05
50,1.2797425,1.96741926127e-05
51,1.30533735,-5.74714613719e-05
52,1.3309322,9.52227168604e-05
53,1.35652705,-0.000132799304728
54,1.3821219,0.000170113929911
55,1.40771675,-0.000207094954359
56,1.4333116,0.000243658419417
57,1.45890645,-0.000279659911164
58,1.4845013,0.000314875928453
59,1.51009615,-0.000349011463115
60,1.535691,0.000381718497503
61,1.56128585,-0.000412645854514
62,1.5868807,0.000441469555411
63,1.61247555,-0.000467907325632
64,1.6380704,0.000491730642693
65,1.66366525,-0.000512744209045
66,1.6892601,0.000530780044757
67,1.71485495,-0.000545691891967
68,1.7404498,0.000557336718748
69,1.76604465,-0.000565590791717
70,1.7916395,0.000570349909126
71,1.81723435,-0.000571533898081
72,1.8428292,0.000569125756991
73,1.86842405,-0.000563187123904
74,1.8940189,0.000553888314747
75,1.91961375,-0.000541538051611
76,1.9452086,0.000526569469564
77,1.97080345,-0.000509537968863
78,1.9963983,0.00049110161855
79,2.02199315,-0.000471978604026
80,2.047588,0.000452932506514
81,2.07318285,-0.000434741473251
82,2.0987777,0.000418156926499
83,2.12437255,-0.000403866871545
84,2.1499674,0.000392432055929
85,2.17556225,-0.000384230618311
86,2.2011571,0.000379420915059
87,2.22675195,-0.000377913435311
88,2.2523468,0.000379379550739
89,2.27794165,-0.000383285104633
90,2.3035365,0.000388941689833
91,2.32913135,-0.000395576819165
92,2.3547262,0.000402400033083
93,2.38032105,-0.000408665889051
94,2.4059159,0.000413727471447
95,2.43151075,-0.000417074913274
96,2.4571056,0.000418361951153
97,2.48270045,-0.000417411319638
98,2.5082953,0.00041420757744
99,2.53389015,-0.000408877400247
100,2.559485,0.000401665598239
101,2.58507985,-0.000392914773943
102,2.6106747,0.000383035784919
103,2.63626955,-0.000372487546326
104,2.6618644,0.000361760846096
105,2.68745925,-0.000351357067538
106,2.7130541,0.000341784718379
107,2.73864895,-0.000333543708224
