,time,amplitude
0,0.0,0.000208268998642
1,0.02559485,-0.000224913908768
2,0.0511897,0.000244451600908
3,0.07678455,-0.000266713543387
4,0.1023794,0.000291495997109
5,0.12797425,-0.000318561267179
6,0.1535691,0.000347624437033
7,0.17916395,-0.000378350261529
8,0.2047588,0.000410356042112
9,0.23035365,-0.000443209930189
10,0.2559485,0.000476438462484
11,0.28154335,-0.000509527110115
12,0.3071382,0.00054191851354
13,0.33273305,-0.000573026800961
14,0.3583279,0.000602255520866
15,0.38392275,-0.00062903098601
16,0.4095176,0.000652851693635
17,0.43511245,-0.000673326238176
18,0.4607073,0.000690202858634
19,0.48630215,-0.000703375453957
20,0.511897,0.000712855538037
21,0.53749185,-0.000718738807522
22,0.5630867,0.000721165405294
23,0.58868155,-0.000720286015912
24,0.6142764,0.000716251357439
25,0.63987125,-0.000709206191178
26,0.6654661,0.000699295196865
27,0.69106095,-0.000686679596072
28,0.7166558,0.000671551745975
29,0.74225065,-0.00065416101427
30,0.7678455,0.000634838890814
31,0.79344035,-0.00061401426867
32,0.8190352,0.000592218506417
33,0.84463005,-0.000570060973257
34,0.8702249,0.00054818090647
35,0.89581975,-0.000527185876878
36,0.9214146,0.000507586003341
37,0.94700945,-0.000489746464454
38,0.9726043,0.00047385783665
39,0.99819915,-0.000459926166212
40,1.023794,0.000447781343004
41,1.04938885,-0.000437090561419
42,1.0749837,0.000427387864333
43,1.10057855,-0.000418113992522
44,1.1261734,0.000408660304577
45,1.15176825,-0.000398428989734
46,1.1773631,0.000386887242389
47,1.20295795,-0.000373617314451
48,1.2285528,0.000358376148087
49,1.25414765,-0.000341129666072
50,1.2797425,0.000322066846075
51,1.30533735,-0.000301594088529
52,1.3309322,0.000280278073936
53,1.35652705,-0.00025877388233
54,1.3821219,0.000237754238917
55,1.40771675,-0.000217831155525
56,1.4333116,0.000199508928373
57,1.45890645,-0.000183153171276
58,1.4845013,0.000168962935703
59,1.51009615,-0.000156975401223
60,1.535691,0.000147079531029
61,1.56128585,-0.000139034145331
62,1.5868807,0.000132509623743
63,1.61247555,-0.000127120878569
64,1.6380704,0.000122454507384
65,1.66366525,-0.000118104865116
66,1.6892601,0.000113688660413
67,1.71485495,-0.000108862166522
68,1.7404498,0.000103350922142
69,1.76604465,-9.69665306457e-05
70,1.7916395,8.96375739967e-05
71,1.81723435,-8.1429467067e-05
72,1.8428292,7.25254125496e-05
73,1.86842405,-6.32012571229e-05
74,1.8940189,5.37688650422e-05
75,1.91961375,-4.45075892371e-05
76,1.9452086,3.56296910739e-05
77,1.97080345,-2.72440614852e-05
78,1.9963983,1.93440113913e-05
79,2.02199315,-1.18286137999e-05
80,2.047588,4.51477445408e-06
81,2.07318285,2.82466190008e-06
82,2.0987777,-1.04144346513e-05
83,2.12437255,1.84554778471e-05
84,2.1499674,-2.70932442101e-05
85,2.17556225,3.64049295159e-05
86,2.2011571,-4.64066334866e-05
87,2.22675195,5.70406938291e-05
88,2.2523468,-6.81764551642e-05
89,2.27794165,7.96079720324e-05
90,2.3035365,-9.10393523285e-05
91,2.32913135,0.000102101974216
92,2.3547262,-0.000112376239605
93,2.38032105,0.000121419318745
94,2.4059159,-0.000128820534271
95,2.43151075,0.000134235376291
96,2.4571056,-0.000137412357658
97,2.48270045,0.000138222024098
98,2.5082953,-0.000136639696579
99,2.53389015,0.000132727190752
